compressed,raw
2664,7769
2665,7781
2666,7792
2667,7804
2668,7815
2669,7827
2670,7839
2671,7850
2672,7862
2673,7874
2674,7886
2675,7897
2676,7909
2677,7921
2678,7933
2679,7944
2680,7956
2681,7968
2682,7980
2683,7992
2684,8004
2685,8016
2686,8028
2687,8040
2688,8052
2689,8064
2690,8076
2691,8088
2692,8100
2693,8112
2694,8124
2695,8136
2696,8148
2697,8160
2698,8173
2699,8185
2700,8197
2701,8209
2702,8221
2703,8234
2704,8246
2705,8258
2706,8271
2707,8283
2708,8295
2709,8308
2710,8320
2711,8332
2712,8345
2713,8357
2714,8370
2715,8382
2716,8395
2717,8407
2718,8420
2719,8432
2720,8445
2721,8457
2722,8470
2723,8483
2724,8495
2725,8508
2726,8521
2727,8533
2728,8546
2729,8559
2730,8572
2731,8584
2732,8597
2733,8610
2734,8623
2735,8636
2736,8649
2737,8661
2738,8674
2739,8687
2740,8700
2741,8713
2742,8726
2743,8739
2744,8752
2745,8765
2746,8778
2747,8791
2748,8805
2749,8818
2750,8831
2751,8844
2752,8857
2753,8870
2754,8884
2755,8897
2756,8910
2757,8923
2758,8937
2759,8950
2760,8963
2761,8977
2762,8990
2763,9003
2764,9017
2765,9030
2766,9044
2767,9057
2768,9071
2769,9084
2770,9098
2771,9111
2772,9125
2773,9139
2774,9152
2775,9166
2776,9180
2777,9193
2778,9207
2779,9221
2780,9234
2781,9248
2782,9262
2783,9276
2784,9290
2785,9303
2786,9317
2787,9331
2788,9345
2789,9359
2790,9373
2791,9387
2792,9401
2793,9415
2794,9429
2795,9443
2796,9457
2797,9471
2798,9485
2799,9499
2800,9514
2801,9528
2802,9542
2803,9556
2804,9571
2805,9585
2806,9599
2807,9613
2808,9628
2809,9642
2810,9656
2811,9671
2812,9685
2813,9700
2814,9714
2815,9729
2816,9743
2817,9758
2818,9772
2819,9787
2820,9801
2821,9816
2822,9831
2823,9845
2824,9860
2825,9875
2826,9889
2827,9904
2828,9919
2829,9934
2830,9948
2831,9963
2832,9978
2833,9993
2834,10008
2835,10023
2836,10038
2837,10053
2838,10068
2839,10083
2840,10098
2841,10113
2842,10128
2843,10143
2844,10158
2845,10173
2846,10188
2847,10204
2848,10219
2849,10234
2850,10249
2851,10265
2852,10280
2853,10295
2854,10311
2855,10326
2856,10341
2857,10357
2858,10372
2859,10388
2860,10403
2861,10419
2862,10434
2863,10450
2864,10465
2865,10481
2866,10497
2867,10512
2868,10528
2869,10544
2870,10559
2871,10575
2872,10591
2873,10607
2874,10622
2875,10638
2876,10654
2877,10670
2878,10686
2879,10702
2880,10718
2881,10734
2882,10750
2883,10766
2884,10782
2885,10798
2886,10814
2887,10830
2888,10846
2889,10862
2890,10879
2891,10895
2892,10911
2893,10927
2894,10944
2895,10960
2896,10976
2897,10993
2898,11009
2899,11025
2900,11042
2901,11058
2902,11075
2903,11091
2904,11108
2905,11124
2906,11141
2907,11158
2908,11174
2909,11191
2910,11208
2911,11224
2912,11241
2913,11258
2914,11275
2915,11291
2916,11308
2917,11325
2918,11342
2919,11359
2920,11376
2921,11393
2922,11410
2923,11427
2924,11444
2925,11461
2926,11478
2927,11495
2928,11512
2929,11529
2930,11547
2931,11564
2932,11581
2933,11598
2934,11616
2935,11633
2936,11650
2937,11668
2938,11685
2939,11702
2940,11720
2941,11737
2942,11755
2943,11772
2944,11790
2945,11807
2946,11825
2947,11843
2948,11860
2949,11878
2950,11896
2951,11913
2952,11931
2953,11949
2954,11967
2955,11985
2956,12003
2957,12020
2958,12038
2959,12056
2960,12074
2961,12092
2962,12110
2963,12128
2964,12146
2965,12165
2966,12183
2967,12201
2968,12219
2969,12237
2970,12255
2971,12274
2972,12292
2973,12310
2974,12329
2975,12347
2976,12366
2977,12384
2978,12402
2979,12421
2980,12439
2981,12458
2982,12477
2983,12495
2984,12514
2985,12532
2986,12551
2987,12570
2988,12589
2989,12607
2990,12626
2991,12645
2992,12664
2993,12683
2994,12702
2995,12721
2996,12739
2997,12758
2998,12777
2999,12797
3000,12816
3001,12835
3002,12854
3003,12873
3004,12892
3005,12911
3006,12931
3007,12950
3008,12969
3009,12989
3010,13008
3011,13027
3012,13047
3013,13066
3014,13086
3015,13105
3016,13125
3017,13144
3018,13164
3019,13184
3020,13203
3021,13223
3022,13243
3023,13262
3024,13282
3025,13302
3026,13322
3027,13342
3028,13361
3029,13381
3030,13401
3031,13421
3032,13441
3033,13461
3034,13481
3035,13502
3036,13522
3037,13542
3038,13562
3039,13582
3040,13602
3041,13623
3042,13643
3043,13663
3044,13684
3045,13704
3046,13725
3047,13745
3048,13766
3049,13786
3050,13807
3051,13827
3052,13848
3053,13868
3054,13889
3055,13910
3056,13931
3057,13951
3058,13972
3059,13993
3060,14014
3061,14035
3062,14056
3063,14077
3064,14098
3065,14119
3066,14140
3067,14161
3068,14182
3069,14203
3070,14224
3071,14245
3072,14267
3073,14288
3074,14309
3075,14330
3076,14352
3077,14373
3078,14395
3079,14416
3080,14438
3081,14459
3082,14481
3083,14502
3084,14524
3085,14546
3086,14567
3087,14589
3088,14611
3089,14633
3090,14654
3091,14676
3092,14698
3093,14720
3094,14742
3095,14764
3096,14786
3097,14808
3098,14830
3099,14852
3100,14874
3101,14896
3102,14919
3103,14941
3104,14963
3105,14985
3106,15008
3107,15030
3108,15053
3109,15075
3110,15098
3111,15120
3112,15143
3113,15165
3114,15188
3115,15210
3116,15233
3117,15256
3118,15279
3119,15301
3120,15324
3121,15347
3122,15370
3123,15393
3124,15416
3125,15439
3126,15462
3127,15485
3128,15508
3129,15531
3130,15554
3131,15577
3132,15600
3133,15624
3134,15647
3135,15670
3136,15694
3137,15717
3138,15741
3139,15764
3140,15788
3141,15811
3142,15835
3143,15858
3144,15882
3145,15906
3146,15929
3147,15953
3148,15977
3149,16001
3150,16024
3151,16048
3152,16072
3153,16096
3154,16120
3155,16144
3156,16168
3157,16192
3158,16217
3159,16241
3160,16265
3161,16289
3162,16314
3163,16338
3164,16362
3165,16387
3166,16411
3167,16435
3168,16460
3169,16485
3170,16509
3171,16534
3172,16558
3173,16583
3174,16608
3175,16633
3176,16657
3177,16682
3178,16707
3179,16732
3180,16757
3181,16782
3182,16807
3183,16832
3184,16857
3185,16882
3186,16907
3187,16933
3188,16958
3189,16983
3190,17008
3191,17034
3192,17059
3193,17085
3194,17110
3195,17136
3196,17161
3197,17187
3198,17212
3199,17238
3200,17264
3201,17289
3202,17315
3203,17341
3204,17367
3205,17393
3206,17419
3207,17445
3208,17471
3209,17497
3210,17523
3211,17549
3212,17575
3213,17601
3214,17627
3215,17654
3216,17680
3217,17706
3218,17733
3219,17759
3220,17786
3221,17812
3222,17839
3223,17865
3224,17892
3225,17919
3226,17945
3227,17972
3228,17999
3229,18026
3230,18053
3231,18080
3232,18107
3233,18134
3234,18161
3235,18188
3236,18215
3237,18242
3238,18269
3239,18296
3240,18324
3241,18351
3242,18378
3243,18406
3244,18433
3245,18461
3246,18488
3247,18516
3248,18543
3249,18571
3250,18599
3251,18626
3252,18654
3253,18682
3254,18710
3255,18738
3256,18766
3257,18794
3258,18822
3259,18850
3260,18878
3261,18906
3262,18934
3263,18962
3264,18991
3265,19019
3266,19047
3267,19076
3268,19104
3269,19133
3270,19161
3271,19190
3272,19218
3273,19247
3274,19276
3275,19304
3276,19333
3277,19362
3278,19391
3279,19420
3280,19449
3281,19478
3282,19507
3283,19536
3284,19565
3285,19594
3286,19623
3287,19653
3288,19682
3289,19711
3290,19741
3291,19770
3292,19799
3293,19829
3294,19859
3295,19888
3296,19918
3297,19947
3298,19977
3299,20007
3300,20037
3301,20067
3302,20097
3303,20127
3304,20157
3305,20187
3306,20217
3307,20247
3308,20277
3309,20307
3310,20338
3311,20368
3312,20398
3313,20429
3314,20459
3315,20490
3316,20520
3317,20551
3318,20581
3319,20612
3320,20643
3321,20674
3322,20704
3323,20735
3324,20766
3325,20797
3326,20828
3327,20859
3328,20890
3329,20921
3330,20953
3331,20984
3332,21015
3333,21046
3334,21078
3335,21109
3336,21141
3337,21172
3338,21204
3339,21235
3340,21267
3341,21299
3342,21331
3343,21362
3344,21394
3345,21426
3346,21458
3347,21490
3348,21522
3349,21554
3350,21586
3351,21618
3352,21651
3353,21683
3354,21715
3355,21748
3356,21780
3357,21813
3358,21845
3359,21878
3360,21910
3361,21943
3362,21976
3363,22008
3364,22041
3365,22074
3366,22107
3367,22140
3368,22173
3369,22206
3370,22239
3371,22272
3372,22305
3373,22339
3374,22372
3375,22405
3376,22439
3377,22472
3378,22506
3379,22539
3380,22573
3381,22607
3382,22640
3383,22674
3384,22708
3385,22742
3386,22776
3387,22809
3388,22844
3389,22878
3390,22912
3391,22946
3392,22980
3393,23014
3394,23049
3395,23083
3396,23117
3397,23152
3398,23186
3399,23221
3400,23256
3401,23290
3402,23325
3403,23360
3404,23395
3405,23429
3406,23464
3407,23499
3408,23534
3409,23569
3410,23605
3411,23640
3412,23675
3413,23710
3414,23746
3415,23781
3416,23816
3417,23852
3418,23888
3419,23923
3420,23959
3421,23995
3422,24030
3423,24066
3424,24102
3425,24138
3426,24174
3427,24210
3428,24246
3429,24282
3430,24318
3431,24355
3432,24391
3433,24427
3434,24464
3435,24500
3436,24537
3437,24573
3438,24610
3439,24647
3440,24683
3441,24720
3442,24757
3443,24794
3444,24831
3445,24868
3446,24905
3447,24942
3448,24979
3449,25017
3450,25054
3451,25091
3452,25129
3453,25166
3454,25204
3455,25241
3456,25279
3457,25317
3458,25354
3459,25392
3460,25430
3461,25468
3462,25506
3463,25544
3464,25582
3465,25620
3466,25658
3467,25696
3468,25735
3469,25773
3470,25812
3471,25850
3472,25889
3473,25927
3474,25966
3475,26005
3476,26043
3477,26082
3478,26121
3479,26160
3480,26199
3481,26238
3482,26277
3483,26316
3484,26356
3485,26395
3486,26434
3487,26474
3488,26513
3489,26553
3490,26592
3491,26632
3492,26672
3493,26711
3494,26751
3495,26791
3496,26831
3497,26871
3498,26911
3499,26951
3500,26991
3501,27032
3502,27072
3503,27112
3504,27153
3505,27193
3506,27234
3507,27274
3508,27315
3509,27356
3510,27396
3511,27437
3512,27478
3513,27519
3514,27560
3515,27601
3516,27642
3517,27684
3518,27725
3519,27766
3520,27808
3521,27849
3522,27891
3523,27932
3524,27974
3525,28015
3526,28057
3527,28099
3528,28141
3529,28183
3530,28225
3531,28267
3532,28309
3533,28351
3534,28394
3535,28436
3536,28478
3537,28521
3538,28563
3539,28606
3540,28649
3541,28691
3542,28734
3543,28777
3544,28820
3545,28863
3546,28906
3547,28949
3548,28992
3549,29035
3550,29079
3551,29122
3552,29165
3553,29209
3554,29252
3555,29296
3556,29340
3557,29383
3558,29427
3559,29471
3560,29515
3561,29559
3562,29603
3563,29647
3564,29691
3565,29736
3566,29780
3567,29824
3568,29869
3569,29913
3570,29958
3571,30003
3572,30047
3573,30092
3574,30137
3575,30182
3576,30227
3577,30272
3578,30317
3579,30362
3580,30408
3581,30453
3582,30498
3583,30544
3584,30589
3585,30635
3586,30681
3587,30726
3588,30772
3589,30818
3590,30864
3591,30910
3592,30956
3593,31002
3594,31048
3595,31095
3596,31141
3597,31187
3598,31234
3599,31281
3600,31327
3601,31374
3602,31421
3603,31468
3604,31514
3605,31561
3606,31608
3607,31656
3608,31703
3609,31750
3610,31797
3611,31845
3612,31892
3613,31940
3614,31987
3615,32035
3616,32083
3617,32131
3618,32179
3619,32227
3620,32275
3621,32323
3622,32371
3623,32419
3624,32467
3625,32516
3626,32564
3627,32613
3628,32662
3629,32710
3630,32759
3631,32808
3632,32857
3633,32906
3634,32955
3635,33004
3636,33053
3637,33102
3638,33152
3639,33201
3640,33251
3641,33300
3642,33350
3643,33400
3644,33449
3645,33499
3646,33549
3647,33599
3648,33649
3649,33699
3650,33750
3651,33800
3652,33850
3653,33901
3654,33951
3655,34002
3656,34053
3657,34104
3658,34154
3659,34205
3660,34256
3661,34307
3662,34358
3663,34410
3664,34461
3665,34512
3666,34564
3667,34615
3668,34667
3669,34719
3670,34770
3671,34822
3672,34874
3673,34926
3674,34978
3675,35030
3676,35083
3677,35135
3678,35187
3679,35240
3680,35292
3681,35345
3682,35398
3683,35450
3684,35503
3685,35556
3686,35609
3687,35662
3688,35715
3689,35769
3690,35822
3691,35875
3692,35929
3693,35982
3694,36036
3695,36090
3696,36144
3697,36197
3698,36251
3699,36305
3700,36360
3701,36414
3702,36468
3703,36522
3704,36577
3705,36631
3706,36686
3707,36741
3708,36796
3709,36850
3710,36905
3711,36960
3712,37015
3713,37071
3714,37126
3715,37181
3716,37237
3717,37292
3718,37348
3719,37403
3720,37459
3721,37515
3722,37571
3723,37627
3724,37683
3725,37739
3726,37796
3727,37852
3728,37908
3729,37965
3730,38021
3731,38078
3732,38135
3733,38192
3734,38249
3735,38306
3736,38363
3737,38420
3738,38477
3739,38535
3740,38592
3741,38650
3742,38707
3743,38765
3744,38823
3745,38881
3746,38939
3747,38997
3748,39055
3749,39113
3750,39171
3751,39230
3752,39288
3753,39347
3754,39405
3755,39464
3756,39523
3757,39582
3758,39641
3759,39700
3760,39759
3761,39818
3762,39878
3763,39937
3764,39997
3765,40056
3766,40116
3767,40176
3768,40236
3769,40296
3770,40356
3771,40416
3772,40476
3773,40537
3774,40597
3775,40658
3776,40718
3777,40779
3778,40840
3779,40901
3780,40962
3781,41023
3782,41084
3783,41145
3784,41206
3785,41268
3786,41329
3787,41391
3788,41453
3789,41515
3790,41576
3791,41638
3792,41700
3793,41763
3794,41825
3795,41887
3796,41950
3797,42012
3798,42075
3799,42138
3800,42200
3801,42263
3802,42326
3803,42389
3804,42453
3805,42516
3806,42579
3807,42643
3808,42706
3809,42770
3810,42834
3811,42898
3812,42962
3813,43026
3814,43090
3815,43154
3816,43218
3817,43283
3818,43347
3819,43412
3820,43477
3821,43542
3822,43606
3823,43671
3824,43737
3825,43802
3826,43867
3827,43932
3828,43998
3829,44064
3830,44129
3831,44195
3832,44261
3833,44327
3834,44393
3835,44459
3836,44525
3837,44592
3838,44658
3839,44725
3840,44792
3841,44858
3842,44925
3843,44992
3844,45059
3845,45126
3846,45194
3847,45261
3848,45329
3849,45396
3850,45464
3851,45532
3852,45599
3853,45667
3854,45736
3855,45804
3856,45872
3857,45940
3858,46009
3859,46077
3860,46146
3861,46215
3862,46284
3863,46353
3864,46422
3865,46491
3866,46561
3867,46630
3868,46699
3869,46769
3870,46839
3871,46909
3872,46979
3873,47049
3874,47119
3875,47189
3876,47259
3877,47330
3878,47400
3879,47471
3880,47542
3881,47613
3882,47684
3883,47755
3884,47826
3885,47897
3886,47969
3887,48040
3888,48112
3889,48183
3890,48255
3891,48327
3892,48399
3893,48471
3894,48544
3895,48616
3896,48689
3897,48761
3898,48834
3899,48907
3900,48980
3901,49053
3902,49126
3903,49199
3904,49272
3905,49346
3906,49419
3907,49493
3908,49567
3909,49641
3910,49715
3911,49789
3912,49863
3913,49937
3914,50012
3915,50086
3916,50161
3917,50236
3918,50311
3919,50386
3920,50461
3921,50536
3922,50611
3923,50687
3924,50762
3925,50838
3926,50914
3927,50990
3928,51066
3929,51142
3930,51218
3931,51295
3932,51371
3933,51448
3934,51524
3935,51601
3936,51678
3937,51755
3938,51832
3939,51910
3940,51987
3941,52064
3942,52142
3943,52220
3944,52298
3945,52376
3946,52454
3947,52532
3948,52610
3949,52689
3950,52767
3951,52846
3952,52925
3953,53004
3954,53083
3955,53162
3956,53241
3957,53320
3958,53400
3959,53479
3960,53559
3961,53639
3962,53719
3963,53799
3964,53879
3965,53960
3966,54040
3967,54121
3968,54201
3969,54282
3970,54363
3971,54444
3972,54525
3973,54607
3974,54688
3975,54769
3976,54851
3977,54933
3978,55015
3979,55097
3980,55179
3981,55261
3982,55344
3983,55426
3984,55509
3985,55592
3986,55674
3987,55757
3988,55841
3989,55924
3990,56007
3991,56091
3992,56174
3993,56258
3994,56342
3995,56426
3996,56510
3997,56594
3998,56679
3999,56763
4000,56848
4001,56932
4002,57017
4003,57102
4004,57187
4005,57273
4006,57358
4007,57444
4008,57529
4009,57615
4010,57701
4011,57787
4012,57873
4013,57959
4014,58046
4015,58132
4016,58219
4017,58306
4018,58393
4019,58480
4020,58567
4021,58654
4022,58742
4023,58829
4024,58917
4025,59005
4026,59093
4027,59181
4028,59269
4029,59358
4030,59446
4031,59535
4032,59623
4033,59712
4034,59801
4035,59890
4036,59980
4037,60069
4038,60159
4039,60248
4040,60338
4041,60428
4042,60518
4043,60608
4044,60699
4045,60789
4046,60880
4047,60971
4048,61062
4049,61153
4050,61244
4051,61335
4052,61427
4053,61518
4054,61610
4055,61702
4056,61794
4057,61886
4058,61978
4059,62070
4060,62163
4061,62256
4062,62349
4063,62441
4064,62535
4065,62628
4066,62721
4067,62815
4068,62908
4069,63002
4070,63096
4071,63190
4072,63284
4073,63379
4074,63473
4075,63568
4076,63663
4077,63757
4078,63852
4079,63948
4080,64043
4081,64138
4082,64234
4083,64330
4084,64426
4085,64522
4086,64618
4087,64714
4088,64811
4089,64907
4090,65004
4091,65101
4092,65198
4093,65295
4094,65393
4095,65490
