# Exported from the following files: TLM_H45_20240513.xlsx, TLM_H90_20240513.xlsx
packetName,mnemonic,convertAs,segNumber,lowValue,highValue,c0,c1,c2,c3,c4,c5,c6,c7,unit
H45_BOOT_HK,CDH_1P8V,UNSEGMENTED_POLY,1,0,0,0,0.001220703,0,0,0,0,0,0,DN
H45_BOOT_HK,CDH_3P3V,UNSEGMENTED_POLY,1,0,0,0,0.001220703,0,0,0,0,0,0,DN
H45_BOOT_HK,CDH_12V,UNSEGMENTED_POLY,1,0,0,0,0.005897117,0,0,0,0,0,0,DN
H45_BOOT_HK,CDH_N12V,UNSEGMENTED_POLY,1,0,0,0,-0.005840685,0,0,0,0,0,0,DN
H45_BOOT_HK,CDH_5V,UNSEGMENTED_POLY,1,0,0,0,0.002412457,0,0,0,0,0,0,DN
H45_BOOT_HK,CDH_5V_ADC,UNSEGMENTED_POLY,1,0,0,0,0.002412457,0,0,0,0,0,0,DN
H45_BOOT_HK,CDH_PROCESSOR_T,UNSEGMENTED_POLY,1,0,0,-273.2,0.122070313,0,0,0,0,0,0,DN
H45_BOOT_HK,CDH_1P8V_LDO_T,UNSEGMENTED_POLY,1,0,0,-273.2,0.122070313,0,0,0,0,0,0,DN
H45_BOOT_HK,CDH_1P5V_LDO_T,UNSEGMENTED_POLY,1,0,0,-273.2,0.122070313,0,0,0,0,0,0,DN
H45_BOOT_HK,CDH_SDRAM_T,UNSEGMENTED_POLY,1,0,0,-273.2,0.122070313,0,0,0,0,0,0,DN
H45_DIAG_RTS,SHCOARSE,UNSEGMENTED_POLY,1,0,0,0,1,0,0,0,0,0,0,SEC
H45_APP_NHK,HV1_BULK1_MON,UNSEGMENTED_POLY,1,0,0,0,2.564102564,0,0,0,0,0,0,V
H45_APP_NHK,INNER_ESA_HI,UNSEGMENTED_POLY,1,0,0,0,-2.884615385,0,0,0,0,0,0,V
H45_APP_NHK,INNER_ESA_LO,UNSEGMENTED_POLY,1,0,0,0,-0.288461538,0,0,0,0,0,0,V
H45_APP_NHK,CEM_BK_A,UNSEGMENTED_POLY,1,0,0,0,-1.282051282,0,0,0,0,0,0,V
H45_APP_NHK,HV2_12V_RTN_MON,UNSEGMENTED_POLY,1,0,0,0,0.952380952,0,0,0,0,0,0,V
H45_APP_NHK,HV2_BULK2_MON,UNSEGMENTED_POLY,1,0,0,0,-3.205128205,0,0,0,0,0,0,V
H45_APP_NHK,OUTER_ESA,UNSEGMENTED_POLY,1,0,0,0,1.602564103,0,0,0,0,0,0,V
H45_APP_NHK,MCP_B,UNSEGMENTED_POLY,1,0,0,0,-0.641025641,0,0,0,0,0,0,V
H45_APP_NHK,MCP_F,UNSEGMENTED_POLY,1,0,0,0,-1.282051282,0,0,0,0,0,0,V
H45_APP_NHK,TOF,UNSEGMENTED_POLY,1,0,0,0,-2.564102564,0,0,0,0,0,0,V
H45_APP_NHK,CEM_BK_B,UNSEGMENTED_POLY,1,0,0,0,-1.282051282,0,0,0,0,0,0,V
H45_APP_NHK,POS_DEFL,UNSEGMENTED_POLY,1,0,0,0,2.243589744,0,0,0,0,0,0,V
H45_APP_NHK,NEG_DEFL,UNSEGMENTED_POLY,1,0,0,0,-2.243589744,0,0,0,0,0,0,V
H45_APP_NHK,CEM_F,UNSEGMENTED_POLY,1,0,0,0,-1.602564103,0,0,0,0,0,0,V
H45_APP_NHK,HV2_TEMP_IN,UNSEGMENTED_POLY,1,0,0,-58.397,0.10143,-0.000026929,2.8828E-09,0,0,0,0,C
H45_APP_NHK,HV2_TEMP_REF,UNSEGMENTED_POLY,1,0,0,-58.397,0.10143,-0.000026929,2.8828E-09,0,0,0,0,C
H45_APP_NHK,CEM_A_IMON,UNSEGMENTED_POLY,1,0,0,0,1.60236E-08,0,0,0,0,0,0,A
H45_APP_NHK,CEM_B_IMON,UNSEGMENTED_POLY,1,0,0,0,1.60236E-08,0,0,0,0,0,0,A
H45_APP_NHK,MCP_IMON,UNSEGMENTED_POLY,1,0,0,0,3.84567E-08,0,0,0,0,0,0,A
H45_APP_NHK,CDH_TEMP_MON1,UNSEGMENTED_POLY,1,0,0,-58.397,0.10143,-0.000026929,2.8828E-09,0,0,0,0,C
H45_APP_NHK,CDH_TEMP_MON2,UNSEGMENTED_POLY,1,0,0,-58.397,0.10143,-0.000026929,2.8828E-09,0,0,0,0,C
H45_APP_NHK,CDH_TEMP_MON3,UNSEGMENTED_POLY,1,0,0,-58.397,0.10143,-0.000026929,2.8828E-09,0,0,0,0,C
H45_APP_NHK,CDH_TEMP_MON4,UNSEGMENTED_POLY,1,0,0,-58.397,0.10143,-0.000026929,2.8828E-09,0,0,0,0,C
H45_APP_NHK,LO_TEMP_MON,UNSEGMENTED_POLY,1,0,0,-58.397,0.10143,-0.000026929,2.8828E-09,0,0,0,0,C
H45_APP_NHK,HVPS_TEMP_MON,UNSEGMENTED_POLY,1,0,0,-58.397,0.10143,-0.000026929,2.8828E-09,0,0,0,0,C
H45_APP_NHK,LVPS_TEMP1,UNSEGMENTED_POLY,1,0,0,-274.41,0.1448,0,0,0,0,0,0,C
H45_APP_NHK,LVPS_TEMP2,UNSEGMENTED_POLY,1,0,0,-274.41,0.1448,0,0,0,0,0,0,C
H45_APP_NHK,LVPS_TEMP3,UNSEGMENTED_POLY,1,0,0,-274.41,0.1448,0,0,0,0,0,0,C
H45_APP_NHK,FEE_TEMP1,UNSEGMENTED_POLY,1,0,0,-58.397,0.10143,-0.000026929,2.8828E-09,0,0,0,0,C
H45_APP_NHK,SNS_TEMP2,UNSEGMENTED_POLY,1,0,0,-58.397,0.10143,-0.000026929,2.8828E-09,0,0,0,0,C
H45_APP_NHK,SNS_TEMP3,UNSEGMENTED_POLY,1,0,0,-58.397,0.10143,-0.000026929,2.8828E-09,0,0,0,0,C
H45_APP_NHK,LVPS_3_3V_VMON,UNSEGMENTED_POLY,1,0,0,0,0.001611,0,0,0,0,0,0,V
H45_APP_NHK,LVPS_5V_P_VMON,UNSEGMENTED_POLY,1,0,0,0,0.002441,0,0,0,0,0,0,V
H45_APP_NHK,LVPS_5V_N_VMON,UNSEGMENTED_POLY,1,0,0,0,0.002441,0,0,0,0,0,0,V
H45_APP_NHK,LVPS_12V_P_VMON,UNSEGMENTED_POLY,1,0,0,0,0.005859,0,0,0,0,0,0,V
H45_APP_NHK,LVPS_12V_N_VMON,UNSEGMENTED_POLY,1,0,0,0,0.005859,0,0,0,0,0,0,V
H45_APP_NHK,LVPS_3_3V_IMON,UNSEGMENTED_POLY,1,0,0,0,0.000916,0,0,0,0,0,0,A
H45_APP_NHK,LVPS_5V_P_IMON,UNSEGMENTED_POLY,1,0,0,0,0.000461,0,0,0,0,0,0,A
H45_APP_NHK,LVPS_5V_N_IMON,UNSEGMENTED_POLY,1,0,0,0,0.000461,0,0,0,0,0,0,A
H45_APP_NHK,LVPS_12V_P_IMON,UNSEGMENTED_POLY,1,0,0,0,0.000704,0,0,0,0,0,0,A
H45_APP_NHK,LVPS_12V_N_IMON,UNSEGMENTED_POLY,1,0,0,0,-0.000704,0,0,0,0,0,0,A
H45_APP_NHK,CDH_P1_5V,UNSEGMENTED_POLY,1,0,0,0,0.001221,0,0,0,0,0,0,V
H45_APP_NHK,CDH_P1_8V,UNSEGMENTED_POLY,1,0,0,0,0.001221,0,0,0,0,0,0,V
H45_APP_NHK,CDH_P3_3V,UNSEGMENTED_POLY,1,0,0,0,0.001221,0,0,0,0,0,0,V
H45_APP_NHK,CDH_P12V,UNSEGMENTED_POLY,1,0,0,0,0.005897,0,0,0,0,0,0,V
H45_APP_NHK,CDH_N12V,UNSEGMENTED_POLY,1,0,0,0,0.005841,0,0,0,0,0,0,V
H45_APP_NHK,CDH_P5V,UNSEGMENTED_POLY,1,0,0,0,0.002441,0,0,0,0,0,0,V
H45_APP_NHK,CDH_ANA_REF,UNSEGMENTED_POLY,1,0,0,0,0.002441,0,0,0,0,0,0,V
H90_BOOT_HK,MDM25P_14_T,UNSEGMENTED_POLY,1,0,0,-273.2,0.122070313,0,0,0,0,0,0,DN
H90_BOOT_HK,MDM25P_15_T,UNSEGMENTED_POLY,1,0,0,-273.2,0.122070313,0,0,0,0,0,0,DN
H90_BOOT_HK,MDM25P_16_T,UNSEGMENTED_POLY,1,0,0,-273.2,0.122070313,0,0,0,0,0,0,DN
H90_BOOT_HK,LVPS_12V_T,UNSEGMENTED_POLY,1,0,0,-273.2,0.144461908,0,0,0,0,0,0,DN
H90_BOOT_HK,LVPS_5V_T,UNSEGMENTED_POLY,1,0,0,-273.2,0.144461908,0,0,0,0,0,0,DN
H90_BOOT_HK,LVPS_3P3V_T,UNSEGMENTED_POLY,1,0,0,-273.2,0.144461908,0,0,0,0,0,0,DN
H90_BOOT_HK,LVPS_3P3V,UNSEGMENTED_POLY,1,0,0,0,0.001220703,0,0,0,0,0,0,DN
H90_BOOT_HK,LVPS_5V,UNSEGMENTED_POLY,1,0,0,0,0.001220703,0,0,0,0,0,0,DN
H90_BOOT_HK,LVPS_N5V,UNSEGMENTED_POLY,1,0,0,0,0.001220703,0,0,0,0,0,0,DN
H90_BOOT_HK,LVPS_12V,UNSEGMENTED_POLY,1,0,0,0,0.001220703,0,0,0,0,0,0,DN
H90_BOOT_HK,LVPS_N12V,UNSEGMENTED_POLY,1,0,0,0,0.001220703,0,0,0,0,0,0,DN
H90_BOOT_HK,LVPS_3P3V_I,UNSEGMENTED_POLY,1,0,0,0,0.001220703,0,0,0,0,0,0,DN
H90_BOOT_HK,LVPS_5V_I,UNSEGMENTED_POLY,1,0,0,0,0.001220703,0,0,0,0,0,0,DN
H90_BOOT_HK,LVPS_N5V_I,UNSEGMENTED_POLY,1,0,0,0,0.001220703,0,0,0,0,0,0,DN
H90_BOOT_HK,LVPS_12V_I,UNSEGMENTED_POLY,1,0,0,0,0.001220703,0,0,0,0,0,0,DN
H90_BOOT_HK,LVPS_N12V_I,UNSEGMENTED_POLY,1,0,0,0,0.001220703,0,0,0,0,0,0,DN
H90_BOOT_HK,CDH_1P5V,UNSEGMENTED_POLY,1,0,0,0,0.001220703,0,0,0,0,0,0,DN
H90_BOOT_HK,CDH_1P8V,UNSEGMENTED_POLY,1,0,0,0,0.001220703,0,0,0,0,0,0,DN
H90_BOOT_HK,CDH_3P3V,UNSEGMENTED_POLY,1,0,0,0,0.001220703,0,0,0,0,0,0,DN
H90_BOOT_HK,CDH_12V,UNSEGMENTED_POLY,1,0,0,0,0.005897117,0,0,0,0,0,0,DN
H90_BOOT_HK,CDH_N12V,UNSEGMENTED_POLY,1,0,0,0,-0.005840685,0,0,0,0,0,0,DN
H90_BOOT_HK,CDH_5V,UNSEGMENTED_POLY,1,0,0,0,0.002412457,0,0,0,0,0,0,DN
H90_BOOT_HK,CDH_5V_ADC,UNSEGMENTED_POLY,1,0,0,0,0.002412457,0,0,0,0,0,0,DN
H90_BOOT_HK,CDH_PROCESSOR_T,UNSEGMENTED_POLY,1,0,0,-273.2,0.122070313,0,0,0,0,0,0,DN
H90_BOOT_HK,CDH_1P8V_LDO_T,UNSEGMENTED_POLY,1,0,0,-273.2,0.122070313,0,0,0,0,0,0,DN
H90_BOOT_HK,CDH_1P5V_LDO_T,UNSEGMENTED_POLY,1,0,0,-273.2,0.122070313,0,0,0,0,0,0,DN
H90_BOOT_HK,CDH_SDRAM_T,UNSEGMENTED_POLY,1,0,0,-273.2,0.122070313,0,0,0,0,0,0,DN
H90_DIAG_RTS,SHCOARSE,UNSEGMENTED_POLY,1,0,0,0,1,0,0,0,0,0,0,SEC
H90_APP_NHK,HV1_BULK1_MON,UNSEGMENTED_POLY,1,0,0,0,2.564102564,0,0,0,0,0,0,V
H90_APP_NHK,INNER_ESA_HI,UNSEGMENTED_POLY,1,0,0,0,-2.884615385,0,0,0,0,0,0,V
H90_APP_NHK,INNER_ESA_LO,UNSEGMENTED_POLY,1,0,0,0,-0.288461538,0,0,0,0,0,0,V
H90_APP_NHK,CEM_BK_A,UNSEGMENTED_POLY,1,0,0,0,-1.282051282,0,0,0,0,0,0,V
H90_APP_NHK,HV2_12V_RTN_MON,UNSEGMENTED_POLY,1,0,0,0,0.952380952,0,0,0,0,0,0,V
H90_APP_NHK,HV2_BULK2_MON,UNSEGMENTED_POLY,1,0,0,0,-3.205128205,0,0,0,0,0,0,V
H90_APP_NHK,OUTER_ESA,UNSEGMENTED_POLY,1,0,0,0,1.602564103,0,0,0,0,0,0,V
H90_APP_NHK,MCP_B,UNSEGMENTED_POLY,1,0,0,0,-0.641025641,0,0,0,0,0,0,V
H90_APP_NHK,MCP_F,UNSEGMENTED_POLY,1,0,0,0,-1.282051282,0,0,0,0,0,0,V
H90_APP_NHK,TOF,UNSEGMENTED_POLY,1,0,0,0,-2.564102564,0,0,0,0,0,0,V
H90_APP_NHK,CEM_BK_B,UNSEGMENTED_POLY,1,0,0,0,-1.282051282,0,0,0,0,0,0,V
H90_APP_NHK,POS_DEFL,UNSEGMENTED_POLY,1,0,0,0,2.243589744,0,0,0,0,0,0,V
H90_APP_NHK,NEG_DEFL,UNSEGMENTED_POLY,1,0,0,0,-2.243589744,0,0,0,0,0,0,V
H90_APP_NHK,CEM_F,UNSEGMENTED_POLY,1,0,0,0,-1.602564103,0,0,0,0,0,0,V
H90_APP_NHK,HV2_TEMP_IN,UNSEGMENTED_POLY,1,0,0,-58.397,0.10143,-0.000026929,2.8828E-09,0,0,0,0,C
H90_APP_NHK,HV2_TEMP_REF,UNSEGMENTED_POLY,1,0,0,-58.397,0.10143,-0.000026929,2.8828E-09,0,0,0,0,C
H90_APP_NHK,CEM_A_IMON,UNSEGMENTED_POLY,1,0,0,0,1.60236E-08,0,0,0,0,0,0,A
H90_APP_NHK,CEM_B_IMON,UNSEGMENTED_POLY,1,0,0,0,1.60236E-08,0,0,0,0,0,0,A
H90_APP_NHK,MCP_IMON,UNSEGMENTED_POLY,1,0,0,0,3.84567E-08,0,0,0,0,0,0,A
H90_APP_NHK,CDH_TEMP_MON1,UNSEGMENTED_POLY,1,0,0,-58.397,0.10143,-0.000026929,2.8828E-09,0,0,0,0,C
H90_APP_NHK,CDH_TEMP_MON2,UNSEGMENTED_POLY,1,0,0,-58.397,0.10143,-0.000026929,2.8828E-09,0,0,0,0,C
H90_APP_NHK,CDH_TEMP_MON3,UNSEGMENTED_POLY,1,0,0,-58.397,0.10143,-0.000026929,2.8828E-09,0,0,0,0,C
H90_APP_NHK,CDH_TEMP_MON4,UNSEGMENTED_POLY,1,0,0,-58.397,0.10143,-0.000026929,2.8828E-09,0,0,0,0,C
H90_APP_NHK,LO_TEMP_MON,UNSEGMENTED_POLY,1,0,0,-58.397,0.10143,-0.000026929,2.8828E-09,0,0,0,0,C
H90_APP_NHK,HVPS_TEMP_MON,UNSEGMENTED_POLY,1,0,0,-58.397,0.10143,-0.000026929,2.8828E-09,0,0,0,0,C
H90_APP_NHK,LVPS_TEMP1,UNSEGMENTED_POLY,1,0,0,-274.41,0.1448,0,0,0,0,0,0,C
H90_APP_NHK,LVPS_TEMP2,UNSEGMENTED_POLY,1,0,0,-274.41,0.1448,0,0,0,0,0,0,C
H90_APP_NHK,LVPS_TEMP3,UNSEGMENTED_POLY,1,0,0,-274.41,0.1448,0,0,0,0,0,0,C
H90_APP_NHK,FEE_TEMP1,UNSEGMENTED_POLY,1,0,0,-58.397,0.10143,-0.000026929,2.8828E-09,0,0,0,0,C
H90_APP_NHK,SNS_TEMP2,UNSEGMENTED_POLY,1,0,0,-58.397,0.10143,-0.000026929,2.8828E-09,0,0,0,0,C
H90_APP_NHK,SNS_TEMP3,UNSEGMENTED_POLY,1,0,0,-58.397,0.10143,-0.000026929,2.8828E-09,0,0,0,0,C
H90_APP_NHK,LVPS_3_3V_VMON,UNSEGMENTED_POLY,1,0,0,0,0.001611,0,0,0,0,0,0,V
H90_APP_NHK,LVPS_5V_P_VMON,UNSEGMENTED_POLY,1,0,0,0,0.002441,0,0,0,0,0,0,V
H90_APP_NHK,LVPS_5V_N_VMON,UNSEGMENTED_POLY,1,0,0,0,0.002441,0,0,0,0,0,0,V
H90_APP_NHK,LVPS_12V_P_VMON,UNSEGMENTED_POLY,1,0,0,0,0.005859,0,0,0,0,0,0,V
H90_APP_NHK,LVPS_12V_N_VMON,UNSEGMENTED_POLY,1,0,0,0,0.005859,0,0,0,0,0,0,V
H90_APP_NHK,LVPS_3_3V_IMON,UNSEGMENTED_POLY,1,0,0,0,0.000916,0,0,0,0,0,0,A
H90_APP_NHK,LVPS_5V_P_IMON,UNSEGMENTED_POLY,1,0,0,0,0.000461,0,0,0,0,0,0,A
H90_APP_NHK,LVPS_5V_N_IMON,UNSEGMENTED_POLY,1,0,0,0,0.000461,0,0,0,0,0,0,A
H90_APP_NHK,LVPS_12V_P_IMON,UNSEGMENTED_POLY,1,0,0,0,0.000704,0,0,0,0,0,0,A
H90_APP_NHK,LVPS_12V_N_IMON,UNSEGMENTED_POLY,1,0,0,0,-0.000704,0,0,0,0,0,0,A
H90_APP_NHK,CDH_P1_5V,UNSEGMENTED_POLY,1,0,0,0,0.001221,0,0,0,0,0,0,V
H90_APP_NHK,CDH_P1_8V,UNSEGMENTED_POLY,1,0,0,0,0.001221,0,0,0,0,0,0,V
H90_APP_NHK,CDH_P3_3V,UNSEGMENTED_POLY,1,0,0,0,0.001221,0,0,0,0,0,0,V
H90_APP_NHK,CDH_P12V,UNSEGMENTED_POLY,1,0,0,0,0.005897,0,0,0,0,0,0,V
H90_APP_NHK,CDH_N12V,UNSEGMENTED_POLY,1,0,0,0,0.005841,0,0,0,0,0,0,V
H90_APP_NHK,CDH_P5V,UNSEGMENTED_POLY,1,0,0,0,0.002441,0,0,0,0,0,0,V
H90_APP_NHK,CDH_ANA_REF,UNSEGMENTED_POLY,1,0,0,0,0.002441,0,0,0,0,0,0,V
